Crime Type,Loss Amount,State/Territory,Year
Malware/Scareware/Virus,"$27,419",Pennsylvania,2021
Misrepresentation,"$260,555",Pennsylvania,2021
No Lead Value,"$1,073,353",Pennsylvania,2021
Non-payment/Non-Delivery,"$57,848",Pennsylvania,2021
Other,$0,Pennsylvania,2021
Overpayment,$0,Pennsylvania,2021
Personal Data Breach,"$2,172,310",Pennsylvania,2021
Phishing/Vishing/Smishing/Pharming,"$214,967",Pennsylvania,2021
Ransomware,"$2,432,400",Pennsylvania,2021
Re-shipping,"$2,614",Pennsylvania,2021
Social Media,"$1,523,672",Pennsylvania,2021
Virtual Currency,"$3,104,781",Pennsylvania,2021
Advanced Fee,"$1,898",Puerto Rico,2021
BEC/EAC,"$351,819",Puerto Rico,2021
Charity,$0,Puerto Rico,2021
Civil Matter,$0,Puerto Rico,2021
Confidence Fraud/Romance,"$848,969",Puerto Rico,2021
Corporate Data Breach,$0,Puerto Rico,2021
Credit Card Fraud,"$49,797",Puerto Rico,2021
Crimes Against Children,$0,Puerto Rico,2021
Criminal Forums,$0,Puerto Rico,2021
Denial of Service/TDos,"$9,882",Puerto Rico,2021
Employment,"$2,357",Puerto Rico,2021
Extortion,$0,Puerto Rico,2021
Gambling,$0,Puerto Rico,2021
Government Impersonation,$0,Puerto Rico,2021
Hacktivist,$0,Puerto Rico,2021
Harassment/Threats of Violence,"$23,664",Puerto Rico,2021
Health Care Related,"$3,099,826",Puerto Rico,2021
IPR/Copyright and Counterfeit,"$99,000",Puerto Rico,2021
Identity Theft,$0,Puerto Rico,2021
Investment,$0,Puerto Rico,2021
Lottery/Sweepstakes/Inheritance,"$194,454",Puerto Rico,2021
Malware/Scareware/Virus,"$36,400",Puerto Rico,2021
Misrepresentation,$970,Puerto Rico,2021
No Lead Value,"$1,874",Puerto Rico,2021
Non-payment/Non-Delivery,"$1,874",Puerto Rico,2021
Other,$0,Puerto Rico,2021
Overpayment,$0,Puerto Rico,2021
Personal Data Breach,"$15,799",Puerto Rico,2021
Phishing/Vishing/Smishing/Pharming,"$11,124",Puerto Rico,2021
Ransomware,$929,Puerto Rico,2021
Re-shipping,$0,Puerto Rico,2021
Social Media,"$1,135",Puerto Rico,2021
Virtual Currency,"$777,509",Puerto Rico,2021
Advanced Fee,"$14,647",Rhode Island,2021
BEC/EAC,"$591,824",Rhode Island,2021
Charity,$0,Rhode Island,2021
Civil Matter,$0,Rhode Island,2021
Confidence Fraud/Romance,"$707,693",Rhode Island,2021
Corporate Data Breach,$0,Rhode Island,2021
Credit Card Fraud,"$32,365",Rhode Island,2021
Crimes Against Children,$0,Rhode Island,2021
Criminal Forums,$0,Rhode Island,2021
Denial of Service/TDos,"$1,000",Rhode Island,2021
Employment,$315,Rhode Island,2021
Extortion,$0,Rhode Island,2021
Gambling,"$477,000",Rhode Island,2021
Government Impersonation,$0,Rhode Island,2021
Hacktivist,"$51,859",Rhode Island,2021
Harassment/Threats of Violence,"$186,595",Rhode Island,2021
Health Care Related,"$239,965",Rhode Island,2021
IPR/Copyright and Counterfeit,"$124,507",Rhode Island,2021
Identity Theft,$0,Rhode Island,2021
Investment,$0,Rhode Island,2021
Lottery/Sweepstakes/Inheritance,"$308,357",Rhode Island,2021
Malware/Scareware/Virus,$0,Rhode Island,2021
Misrepresentation,"$10,060",Rhode Island,2021
No Lead Value,"$13,448",Rhode Island,2021
Non-payment/Non-Delivery,"$26,803",Rhode Island,2021
Other,$0,Rhode Island,2021
Overpayment,$0,Rhode Island,2021
Personal Data Breach,"$667,831",Rhode Island,2021
Phishing/Vishing/Smishing/Pharming,"$210,528",Rhode Island,2021
Ransomware,"$72,950",Rhode Island,2021
Re-shipping,$0,Rhode Island,2021
Social Media,"$9,357",Rhode Island,2021
Virtual Currency,"$75,500",Rhode Island,2021
Advanced Fee,"$311,800",South Carolina,2021
BEC/EAC,"$1,983,840",South Carolina,2021
Charity,$400,South Carolina,2021
Civil Matter,"$1,250",South Carolina,2021
Confidence Fraud/Romance,"$2,919,379",South Carolina,2021
Corporate Data Breach,"$93,160",South Carolina,2021
Credit Card Fraud,"$100,836",South Carolina,2021
Crimes Against Children,$0,South Carolina,2021
Criminal Forums,$0,South Carolina,2021
Denial of Service/TDos,"$81,343",South Carolina,2021
Employment,"$185,127",South Carolina,2021
Extortion,$0,South Carolina,2021
Gambling,"$221,006",South Carolina,2021
Government Impersonation,$250,South Carolina,2021
Hacktivist,"$6,596",South Carolina,2021
Harassment/Threats of Violence,"$285,961",South Carolina,2021
Health Care Related,"$2,555,873",South Carolina,2021
IPR/Copyright and Counterfeit,"$265,299",South Carolina,2021
Identity Theft,$0,South Carolina,2021
Investment,$0,South Carolina,2021
Lottery/Sweepstakes/Inheritance,"$848,931",South Carolina,2021
Malware/Scareware/Virus,"$108,421",South Carolina,2021
Misrepresentation,"$62,579",South Carolina,2021
No Lead Value,"$84,087",South Carolina,2021
Non-payment/Non-Delivery,"$27,988",South Carolina,2021
Other,$0,South Carolina,2021
Overpayment,$0,South Carolina,2021
Personal Data Breach,"$669,848",South Carolina,2021
Phishing/Vishing/Smishing/Pharming,"$153,774",South Carolina,2021
Ransomware,"$286,188",South Carolina,2021
Re-shipping,$88,South Carolina,2021
Social Media,"$651,221",South Carolina,2021
Virtual Currency,"$1,088,416",South Carolina,2021
Advanced Fee,"$9,620",South Dakota,2021
BEC/EAC,"$755,700",South Dakota,2021
Charity,$0,South Dakota,2021
Civil Matter,$0,South Dakota,2021
Confidence Fraud/Romance,"$1,078,255",South Dakota,2021
Corporate Data Breach,$0,South Dakota,2021
Credit Card Fraud,"$6,330",South Dakota,2021
Crimes Against Children,$0,South Dakota,2021
Criminal Forums,$0,South Dakota,2021
Denial of Service/TDos,"$4,500",South Dakota,2021
Employment,"$5,524",South Dakota,2021
Extortion,$0,South Dakota,2021
Gambling,$0,South Dakota,2021
Government Impersonation,$0,South Dakota,2021
Hacktivist,"$3,500",South Dakota,2021
Harassment/Threats of Violence,"$22,857",South Dakota,2021
Health Care Related,"$163,856",South Dakota,2021
IPR/Copyright and Counterfeit,"$110,507",South Dakota,2021
Identity Theft,$75,South Dakota,2021
Investment,$0,South Dakota,2021
Lottery/Sweepstakes/Inheritance,"$191,020",South Dakota,2021
Malware/Scareware/Virus,"$8,149",South Dakota,2021
Misrepresentation,$400,South Dakota,2021
No Lead Value,"$28,460",South Dakota,2021
Non-payment/Non-Delivery,"$1,000",South Dakota,2021
Other,$0,South Dakota,2021
Overpayment,$0,South Dakota,2021
Personal Data Breach,"$756,275",South Dakota,2021
Phishing/Vishing/Smishing/Pharming,"$1,240",South Dakota,2021
Ransomware,"$26,349",South Dakota,2021
Re-shipping,"$10,000",South Dakota,2021
Social Media,"$17,754",South Dakota,2021
Virtual Currency,"$8,356",South Dakota,2021
Advanced Fee,"$98,602",Tennessee,2021
BEC/EAC,"$5,165,687",Tennessee,2021
Charity,"$11,680",Tennessee,2021
Civil Matter,$0,Tennessee,2021
Confidence Fraud/Romance,"$5,152,816",Tennessee,2021
Corporate Data Breach,"$540,618",Tennessee,2021
Credit Card Fraud,"$651,418",Tennessee,2021
Crimes Against Children,"$34,078",Tennessee,2021
Criminal Forums,$29,Tennessee,2021
Denial of Service/TDos,"$1,679,416",Tennessee,2021
Employment,"$48,710",Tennessee,2021
Extortion,$0,Tennessee,2021
Gambling,"$125,849",Tennessee,2021
Government Impersonation,$208,Tennessee,2021
Hacktivist,"$11,863",Tennessee,2021
Harassment/Threats of Violence,"$942,507",Tennessee,2021
Health Care Related,"$808,506",Tennessee,2021
IPR/Copyright and Counterfeit,"$743,890",Tennessee,2021
Identity Theft,$0,Tennessee,2021
Investment,$0,Tennessee,2021
Lottery/Sweepstakes/Inheritance,"$1,503,558",Tennessee,2021
Malware/Scareware/Virus,"$100,517",Tennessee,2021
Misrepresentation,"$1,566,851",Tennessee,2021
No Lead Value,"$698,113",Tennessee,2021
Non-payment/Non-Delivery,"$119,371",Tennessee,2021
Other,$0,Tennessee,2021
Overpayment,$0,Tennessee,2021
Personal Data Breach,"$775,312",Tennessee,2021
Phishing/Vishing/Smishing/Pharming,"$138,623",Tennessee,2021
Ransomware,"$511,886",Tennessee,2021
Re-shipping,"$4,104",Tennessee,2021
Social Media,"$793,382",Tennessee,2021
Virtual Currency,"$1,997,520",Tennessee,2021
Advanced Fee,"$3,562,283",Texas,2021
BEC/EAC,"$36,016,087",Texas,2021
Charity,"$450,111",Texas,2021
Civil Matter,"$620,422",Texas,2021
Confidence Fraud/Romance,"$40,258,056",Texas,2021
Corporate Data Breach,"$729,509",Texas,2021
Credit Card Fraud,"$3,525,863",Texas,2021
Crimes Against Children,"$3,824",Texas,2021
Criminal Forums,$0,Texas,2021
Denial of Service/TDos,"$2,718,129",Texas,2021
Employment,"$1,255,711",Texas,2021
Extortion,$189,Texas,2021
Gambling,"$15,678,895",Texas,2021
Government Impersonation,"$1,759",Texas,2021
Hacktivist,"$232,753",Texas,2021
Harassment/Threats of Violence,"$7,291,475",Texas,2021
Health Care Related,"$21,454,825",Texas,2021
IPR/Copyright and Counterfeit,"$1,897,929",Texas,2021
Identity Theft,"$449,952",Texas,2021
Investment,$0,Texas,2021
Lottery/Sweepstakes/Inheritance,"$15,416,845",Texas,2021
Malware/Scareware/Virus,"$7,540,425",Texas,2021
Misrepresentation,"$2,520,125",Texas,2021
No Lead Value,"$4,823,159",Texas,2021
Non-payment/Non-Delivery,"$239,689",Texas,2021
Other,$0,Texas,2021
Overpayment,"$66,595",Texas,2021
Personal Data Breach,"$8,238,318",Texas,2021
Phishing/Vishing/Smishing/Pharming,"$3,971,314",Texas,2021
Ransomware,"$6,669,748",Texas,2021
Re-shipping,"$123,732",Texas,2021
Social Media,"$9,421,624",Texas,2021
Virtual Currency,"$13,974,976",Texas,2021
Advanced Fee,"$1,200",United States Minor Outlying Islands,2021
BEC/EAC,$0,United States Minor Outlying Islands,2021
Charity,$0,United States Minor Outlying Islands,2021
Civil Matter,$0,United States Minor Outlying Islands,2021
Confidence Fraud/Romance,"$19,950",United States Minor Outlying Islands,2021
Corporate Data Breach,$0,United States Minor Outlying Islands,2021
Credit Card Fraud,$0,United States Minor Outlying Islands,2021
Crimes Against Children,$0,United States Minor Outlying Islands,2021
Criminal Forums,$0,United States Minor Outlying Islands,2021
Denial of Service/TDos,$0,United States Minor Outlying Islands,2021
Employment,$0,United States Minor Outlying Islands,2021
Extortion,$0,United States Minor Outlying Islands,2021
Gambling,$0,United States Minor Outlying Islands,2021
Government Impersonation,$0,United States Minor Outlying Islands,2021
Hacktivist,$0,United States Minor Outlying Islands,2021
Harassment/Threats of Violence,"$1,000",United States Minor Outlying Islands,2021
Health Care Related,"$52,177",United States Minor Outlying Islands,2021
IPR/Copyright and Counterfeit,$0,United States Minor Outlying Islands,2021
Identity Theft,$0,United States Minor Outlying Islands,2021
Investment,$0,United States Minor Outlying Islands,2021
Lottery/Sweepstakes/Inheritance,"$1,069",United States Minor Outlying Islands,2021
Malware/Scareware/Virus,$0,United States Minor Outlying Islands,2021
Misrepresentation,$0,United States Minor Outlying Islands,2021
No Lead Value,$954,United States Minor Outlying Islands,2021
Non-payment/Non-Delivery,$0,United States Minor Outlying Islands,2021
Other,$0,United States Minor Outlying Islands,2021
Overpayment,$0,United States Minor Outlying Islands,2021
Personal Data Breach,$0,United States Minor Outlying Islands,2021
Phishing/Vishing/Smishing/Pharming,$0,United States Minor Outlying Islands,2021
Ransomware,"$1,000",United States Minor Outlying Islands,2021
Re-shipping,$0,United States Minor Outlying Islands,2021
Social Media,$0,United States Minor Outlying Islands,2021
Virtual Currency,"$52,177",United States Minor Outlying Islands,2021
Advanced Fee,"$603,248",Utah,2021
BEC/EAC,"$5,964,030",Utah,2021
Charity,"$97,000",Utah,2021
Civil Matter,$0,Utah,2021
Confidence Fraud/Romance,"$1,537,850",Utah,2021
Corporate Data Breach,"$5,967",Utah,2021
Credit Card Fraud,"$238,749",Utah,2021
Crimes Against Children,$0,Utah,2021
Criminal Forums,$0,Utah,2021
Denial of Service/TDos,"$72,609",Utah,2021
Employment,"$140,274",Utah,2021
Extortion,$0,Utah,2021
Gambling,"$159,015",Utah,2021
Government Impersonation,$136,Utah,2021
Hacktivist,"$2,487",Utah,2021
Harassment/Threats of Violence,"$260,934",Utah,2021
Health Care Related,"$2,223,988",Utah,2021
IPR/Copyright and Counterfeit,"$210,473",Utah,2021
Identity Theft,$0,Utah,2021
Investment,$0,Utah,2021
Lottery/Sweepstakes/Inheritance,"$1,244,830",Utah,2021
Malware/Scareware/Virus,"$1,629,026",Utah,2021
Misrepresentation,"$284,963",Utah,2021
No Lead Value,"$440,673",Utah,2021
Non-payment/Non-Delivery,"$13,200",Utah,2021
Other,$0,Utah,2021
Overpayment,$0,Utah,2021
Personal Data Breach,"$4,476,348",Utah,2021
Phishing/Vishing/Smishing/Pharming,"$53,747",Utah,2021
Ransomware,"$520,631",Utah,2021
Re-shipping,"$119,844",Utah,2021
Social Media,"$946,537",Utah,2021
Virtual Currency,"$1,751,687",Utah,2021
Advanced Fee,"$766,022",Vermont,2021
BEC/EAC,"$234,125",Vermont,2021
Charity,$0,Vermont,2021
Civil Matter,$0,Vermont,2021
Confidence Fraud/Romance,"$1,406,877",Vermont,2021
Corporate Data Breach,$0,Vermont,2021
Credit Card Fraud,"$21,484",Vermont,2021
Crimes Against Children,$0,Vermont,2021
Criminal Forums,$0,Vermont,2021
Denial of Service/TDos,"$7,000",Vermont,2021
Employment,"$133,111",Vermont,2021
Extortion,$0,Vermont,2021
Gambling,"$801,365",Vermont,2021
Government Impersonation,$0,Vermont,2021
Hacktivist,"$3,000",Vermont,2021
Harassment/Threats of Violence,"$29,300",Vermont,2021
Health Care Related,"$408,948",Vermont,2021
IPR/Copyright and Counterfeit,$0,Vermont,2021
Identity Theft,$0,Vermont,2021
Investment,$0,Vermont,2021
Lottery/Sweepstakes/Inheritance,"$132,288",Vermont,2021
Malware/Scareware/Virus,"$100,000",Vermont,2021
Misrepresentation,"$6,749",Vermont,2021
No Lead Value,"$3,415",Vermont,2021
Non-payment/Non-Delivery,"$1,379",Vermont,2021
Other,$0,Vermont,2021
Overpayment,$0,Vermont,2021
Personal Data Breach,"$56,125",Vermont,2021
Phishing/Vishing/Smishing/Pharming,$0,Vermont,2021
Ransomware,"$120,939",Vermont,2021
Re-shipping,$0,Vermont,2021
Social Media,"$1,006",Vermont,2021
Virtual Currency,"$383,215",Vermont,2021
Advanced Fee,$0,Virgin Islands,2021
BEC/EAC,$0,Virgin Islands,2021
Charity,$0,Virgin Islands,2021
Civil Matter,$0,Virgin Islands,2021
Confidence Fraud/Romance,"$9,500",Virgin Islands,2021
Corporate Data Breach,$0,Virgin Islands,2021
Credit Card Fraud,$0,Virgin Islands,2021
Crimes Against Children,$0,Virgin Islands,2021
Criminal Forums,$0,Virgin Islands,2021
Denial of Service/TDos,$0,Virgin Islands,2021
Employment,$0,Virgin Islands,2021
Extortion,$0,Virgin Islands,2021
Gambling,"$2,198",Virgin Islands,2021
Government Impersonation,$0,Virgin Islands,2021
Hacktivist,$0,Virgin Islands,2021
Harassment/Threats of Violence,$0,Virgin Islands,2021
Health Care Related,"$5,270",Virgin Islands,2021
IPR/Copyright and Counterfeit,$0,Virgin Islands,2021
Identity Theft,$0,Virgin Islands,2021
Investment,$0,Virgin Islands,2021
Lottery/Sweepstakes/Inheritance,"$26,325",Virgin Islands,2021
Malware/Scareware/Virus,"$1,160",Virgin Islands,2021
Misrepresentation,$0,Virgin Islands,2021
No Lead Value,$0,Virgin Islands,2021
Non-payment/Non-Delivery,$0,Virgin Islands,2021
Other,$0,Virgin Islands,2021
Overpayment,$0,Virgin Islands,2021
Personal Data Breach,"$25,000",Virgin Islands,2021
Phishing/Vishing/Smishing/Pharming,$0,Virgin Islands,2021
Ransomware,$698,Virgin Islands,2021
Re-shipping,$0,Virgin Islands,2021
Social Media,"$9,500",Virgin Islands,2021
Virtual Currency,"$2,170",Virgin Islands,2021
Advanced Fee,"$908,076",Virginia,2021
BEC/EAC,"$6,614,782",Virginia,2021
Charity,"$17,200",Virginia,2021
Civil Matter,"$1,496",Virginia,2021
Confidence Fraud/Romance,"$13,701,722",Virginia,2021
Corporate Data Breach,"$263,548",Virginia,2021
Credit Card Fraud,"$1,713,078",Virginia,2021
Crimes Against Children,$600,Virginia,2021
Criminal Forums,$4,Virginia,2021
Denial of Service/TDos,"$586,220",Virginia,2021
Employment,"$581,672",Virginia,2021
Extortion,$0,Virginia,2021
Gambling,"$628,872",Virginia,2021
Government Impersonation,$975,Virginia,2021
Hacktivist,"$115,806",Virginia,2021
Harassment/Threats of Violence,"$1,132,534",Virginia,2021
Health Care Related,"$2,757,199",Virginia,2021
IPR/Copyright and Counterfeit,"$321,335",Virginia,2021
Identity Theft,$249,Virginia,2021
Investment,"$5,000",Virginia,2021
Lottery/Sweepstakes/Inheritance,"$12,830,847",Virginia,2021
Malware/Scareware/Virus,"$439,864",Virginia,2021
Misrepresentation,"$235,780",Virginia,2021
No Lead Value,"$1,139,710",Virginia,2021
Non-payment/Non-Delivery,"$317,035",Virginia,2021
Other,$0,Virginia,2021
Overpayment,$0,Virginia,2021
Personal Data Breach,"$5,792,344",Virginia,2021
Phishing/Vishing/Smishing/Pharming,"$305,555",Virginia,2021
Ransomware,"$1,051,414",Virginia,2021
Re-shipping,"$53,304",Virginia,2021
Social Media,"$1,409,840",Virginia,2021
Virtual Currency,"$2,796,477",Virginia,2021
Advanced Fee,"$947,400",Washington,2021
BEC/EAC,"$7,167,350",Washington,2021
Charity,"$1,966,588",Washington,2021
Civil Matter,"$15,689",Washington,2021
Confidence Fraud/Romance,"$10,233,004",Washington,2021
Corporate Data Breach,"$47,814",Washington,2021
Credit Card Fraud,"$1,008,753",Washington,2021
Crimes Against Children,$25,Washington,2021
Criminal Forums,"$4,700",Washington,2021
Denial of Service/TDos,"$1,682,451",Washington,2021
Employment,"$811,407",Washington,2021
Extortion,$0,Washington,2021
Gambling,"$2,649,952",Washington,2021
Government Impersonation,$70,Washington,2021
Hacktivist,"$27,172",Washington,2021
Harassment/Threats of Violence,"$1,241,442",Washington,2021
Health Care Related,"$8,163,420",Washington,2021
IPR/Copyright and Counterfeit,"$508,048",Washington,2021
Identity Theft,"$34,000",Washington,2021
Investment,$1,Washington,2021
Lottery/Sweepstakes/Inheritance,"$5,842,346",Washington,2021
Malware/Scareware/Virus,"$612,754",Washington,2021
Misrepresentation,"$201,217",Washington,2021
No Lead Value,"$657,798",Washington,2021
Non-payment/Non-Delivery,"$116,697",Washington,2021
Other,$0,Washington,2021
Overpayment,$0,Washington,2021
Personal Data Breach,"$2,734,779",Washington,2021
Phishing/Vishing/Smishing/Pharming,"$116,101",Washington,2021
Ransomware,"$8,334,369",Washington,2021
Re-shipping,"$94,321",Washington,2021
Social Media,"$8,077,130",Washington,2021
Virtual Currency,"$7,545,742",Washington,2021
Advanced Fee,"$17,653",West Virginia,2021
BEC/EAC,"$577,646",West Virginia,2021
Charity,$400,West Virginia,2021
Civil Matter,"$108,084",West Virginia,2021
Confidence Fraud/Romance,"$588,938",West Virginia,2021
Corporate Data Breach,"$35,850",West Virginia,2021
Credit Card Fraud,"$115,984",West Virginia,2021
Crimes Against Children,$0,West Virginia,2021
Criminal Forums,$0,West Virginia,2021
Denial of Service/TDos,"$2,565",West Virginia,2021
Employment,"$27,150",West Virginia,2021
Extortion,$50,West Virginia,2021
Gambling,"$8,000",West Virginia,2021
Government Impersonation,$0,West Virginia,2021
Hacktivist,$224,West Virginia,2021
Harassment/Threats of Violence,"$9,944",West Virginia,2021
Health Care Related,"$43,625",West Virginia,2021
IPR/Copyright and Counterfeit,"$274,731",West Virginia,2021
Identity Theft,$0,West Virginia,2021
Investment,$0,West Virginia,2021
Lottery/Sweepstakes/Inheritance,"$236,194",West Virginia,2021
Malware/Scareware/Virus,"$5,161",West Virginia,2021
Misrepresentation,"$7,398",West Virginia,2021
No Lead Value,"$26,189",West Virginia,2021
Non-payment/Non-Delivery,$0,West Virginia,2021
Other,$0,West Virginia,2021
Overpayment,$0,West Virginia,2021
Personal Data Breach,"$157,137",West Virginia,2021
Phishing/Vishing/Smishing/Pharming,"$9,389",West Virginia,2021
Ransomware,"$171,257",West Virginia,2021
Re-shipping,"$7,170",West Virginia,2021
Social Media,"$23,083",West Virginia,2021
Virtual Currency,"$288,183",West Virginia,2021
Advanced Fee,"$231,502",Wisconsin,2021
BEC/EAC,"$3,411,607",Wisconsin,2021
Charity,"$2,500,000",Wisconsin,2021
Civil Matter,$600,Wisconsin,2021
Confidence Fraud/Romance,"$4,048,600",Wisconsin,2021
