Crime Type,Loss Amount,State/Territory,Year
Credit Card Fraud,"$43,549",Iowa,2017
Crimes Against Children,$0,Iowa,2017
Criminal Forums,$0,Iowa,2017
Denial of Service/TDos,$0,Iowa,2017
Employment,"$47,757",Iowa,2017
Extortion,"$20,067",Iowa,2017
Gambling,$0,Iowa,2017
Government Impersonation,$0,Iowa,2017
Hacktivist,$0,Iowa,2017
Harassment/Threats of Violence,"$1,199",Iowa,2017
Health Care Related,$0,Iowa,2017
IPR/Copyright and Counterfeit,"$5,218",Iowa,2017
Identity Theft,"$133,362",Iowa,2017
Investment,"$10,737",Iowa,2017
Lottery/Sweepstakes/Inheritance,"$7,052",Iowa,2017
Malware/Scareware/Virus,$900,Iowa,2017
Misrepresentation,"$10,482",Iowa,2017
No Lead Value,$0,Iowa,2017
Non-payment/Non-Delivery,"$750,295",Iowa,2017
Other,"$5,106",Iowa,2017
Overpayment,"$41,207",Iowa,2017
Personal Data Breach,"$63,807",Iowa,2017
Phishing/Vishing/Smishing/Pharming,"$28,822",Iowa,2017
Ransomware,$0,Iowa,2017
Re-shipping,$0,Iowa,2017
Real Estate/Rental,"$11,909",Iowa,2017
Spoofing,$0,Iowa,2017
Tech Support,"$22,179",Iowa,2017
Terrorism,$0,Iowa,2017
Social Media,"$66,426",Iowa,2017
Virtual Currency,"$1,152",Iowa,2017
Advanced Fee,"$221,613",Kansas,2017
BEC/EAC,"$248,084",Kansas,2017
Charity,$0,Kansas,2017
Civil Matter,$0,Kansas,2017
Confidence Fraud/Romance,"$364,181",Kansas,2017
Corporate Data Breach,$0,Kansas,2017
Credit Card Fraud,"$51,335",Kansas,2017
Crimes Against Children,$0,Kansas,2017
Criminal Forums,$0,Kansas,2017
Denial of Service/TDos,$0,Kansas,2017
Employment,"$15,873",Kansas,2017
Extortion,"$6,753",Kansas,2017
Gambling,$0,Kansas,2017
Government Impersonation,"$1,100",Kansas,2017
Hacktivist,$0,Kansas,2017
Harassment/Threats of Violence,"$410,000",Kansas,2017
Health Care Related,$0,Kansas,2017
IPR/Copyright and Counterfeit,"$5,000",Kansas,2017
Identity Theft,"$25,947",Kansas,2017
Investment,$0,Kansas,2017
Lottery/Sweepstakes/Inheritance,"$14,847",Kansas,2017
Malware/Scareware/Virus,$0,Kansas,2017
Misrepresentation,"$10,139",Kansas,2017
No Lead Value,$0,Kansas,2017
Non-payment/Non-Delivery,"$1,911,316",Kansas,2017
Other,"$8,492",Kansas,2017
Overpayment,"$75,004",Kansas,2017
Personal Data Breach,"$83,508",Kansas,2017
Phishing/Vishing/Smishing/Pharming,"$25,901",Kansas,2017
Ransomware,$0,Kansas,2017
Re-shipping,"$5,250",Kansas,2017
Real Estate/Rental,"$84,355",Kansas,2017
Spoofing,$0,Kansas,2017
Tech Support,"$9,850",Kansas,2017
Terrorism,$0,Kansas,2017
Social Media,"$214,532",Kansas,2017
Virtual Currency,$0,Kansas,2017
Advanced Fee,"$104,881",Kentucky,2017
BEC/EAC,"$285,124",Kentucky,2017
Charity,$0,Kentucky,2017
Civil Matter,"$45,000",Kentucky,2017
Confidence Fraud/Romance,"$377,599",Kentucky,2017
Corporate Data Breach,"$625,064",Kentucky,2017
Credit Card Fraud,"$99,169",Kentucky,2017
Crimes Against Children,$0,Kentucky,2017
Criminal Forums,$0,Kentucky,2017
Denial of Service/TDos,$0,Kentucky,2017
Employment,"$58,778",Kentucky,2017
Extortion,"$13,738",Kentucky,2017
Gambling,$0,Kentucky,2017
Government Impersonation,$913,Kentucky,2017
Hacktivist,$0,Kentucky,2017
Harassment/Threats of Violence,"$5,484",Kentucky,2017
Health Care Related,$0,Kentucky,2017
IPR/Copyright and Counterfeit,"$1,435",Kentucky,2017
Identity Theft,"$54,524",Kentucky,2017
Investment,"$25,000",Kentucky,2017
Lottery/Sweepstakes/Inheritance,"$6,500",Kentucky,2017
Malware/Scareware/Virus,"$2,150",Kentucky,2017
Misrepresentation,"$30,352",Kentucky,2017
No Lead Value,$0,Kentucky,2017
Non-payment/Non-Delivery,"$446,889",Kentucky,2017
Other,"$41,150",Kentucky,2017
Overpayment,"$76,626",Kentucky,2017
Personal Data Breach,"$82,374",Kentucky,2017
Phishing/Vishing/Smishing/Pharming,"$6,762",Kentucky,2017
Ransomware,$0,Kentucky,2017
Re-shipping,$0,Kentucky,2017
Real Estate/Rental,"$63,929",Kentucky,2017
Spoofing,$0,Kentucky,2017
Tech Support,"$2,879",Kentucky,2017
Terrorism,$0,Kentucky,2017
Social Media,"$587,952",Kentucky,2017
Virtual Currency,"$3,604",Kentucky,2017
Advanced Fee,"$597,569",Louisiana,2017
BEC/EAC,"$2,054,533",Louisiana,2017
Charity,$0,Louisiana,2017
Civil Matter,$27,Louisiana,2017
Confidence Fraud/Romance,"$650,876",Louisiana,2017
Corporate Data Breach,"$53,384",Louisiana,2017
Credit Card Fraud,"$176,148",Louisiana,2017
Crimes Against Children,$700,Louisiana,2017
Criminal Forums,$0,Louisiana,2017
Denial of Service/TDos,$0,Louisiana,2017
Employment,"$109,076",Louisiana,2017
Extortion,"$29,977",Louisiana,2017
Gambling,$0,Louisiana,2017
Government Impersonation,"$119,577",Louisiana,2017
Hacktivist,$0,Louisiana,2017
Harassment/Threats of Violence,"$4,800",Louisiana,2017
Health Care Related,$0,Louisiana,2017
IPR/Copyright and Counterfeit,"$3,384",Louisiana,2017
Identity Theft,"$97,133",Louisiana,2017
Investment,"$101,141",Louisiana,2017
Lottery/Sweepstakes/Inheritance,"$168,455",Louisiana,2017
Malware/Scareware/Virus,$600,Louisiana,2017
Misrepresentation,"$12,915",Louisiana,2017
No Lead Value,$0,Louisiana,2017
Non-payment/Non-Delivery,"$770,020",Louisiana,2017
Other,"$17,590",Louisiana,2017
Overpayment,"$204,794",Louisiana,2017
Personal Data Breach,"$41,844",Louisiana,2017
Phishing/Vishing/Smishing/Pharming,"$28,847",Louisiana,2017
Ransomware,$0,Louisiana,2017
Re-shipping,$0,Louisiana,2017
Real Estate/Rental,"$1,555,641",Louisiana,2017
Spoofing,$0,Louisiana,2017
Tech Support,"$3,945",Louisiana,2017
Terrorism,$0,Louisiana,2017
Social Media,"$82,781",Louisiana,2017
Virtual Currency,"$87,201",Louisiana,2017
Advanced Fee,"$313,140",Maine,2017
BEC/EAC,$0,Maine,2017
Charity,"$30,000",Maine,2017
Civil Matter,$0,Maine,2017
Confidence Fraud/Romance,"$333,022",Maine,2017
Corporate Data Breach,$0,Maine,2017
Credit Card Fraud,"$50,214",Maine,2017
Crimes Against Children,$0,Maine,2017
Criminal Forums,$0,Maine,2017
Denial of Service/TDos,$0,Maine,2017
Employment,"$14,605",Maine,2017
Extortion,"$1,241",Maine,2017
Gambling,$0,Maine,2017
Government Impersonation,$9,Maine,2017
Hacktivist,$0,Maine,2017
Harassment/Threats of Violence,$0,Maine,2017
Health Care Related,$0,Maine,2017
IPR/Copyright and Counterfeit,"$30,305",Maine,2017
Identity Theft,"$2,500",Maine,2017
Investment,$500,Maine,2017
Lottery/Sweepstakes/Inheritance,"$365,600",Maine,2017
Malware/Scareware/Virus,$0,Maine,2017
Misrepresentation,"$50,531",Maine,2017
No Lead Value,$0,Maine,2017
Non-payment/Non-Delivery,"$375,629",Maine,2017
Other,$0,Maine,2017
Overpayment,"$23,107",Maine,2017
Personal Data Breach,"$18,600",Maine,2017
Phishing/Vishing/Smishing/Pharming,$305,Maine,2017
Ransomware,$0,Maine,2017
Re-shipping,$0,Maine,2017
Real Estate/Rental,"$15,392",Maine,2017
Spoofing,$0,Maine,2017
Tech Support,"$14,600",Maine,2017
Terrorism,$0,Maine,2017
Social Media,"$33,010",Maine,2017
Virtual Currency,$0,Maine,2017
Advanced Fee,"$740,929",Maryland,2017
BEC/EAC,"$3,104,193",Maryland,2017
Charity,"$3,539",Maryland,2017
Civil Matter,"$47,273",Maryland,2017
Confidence Fraud/Romance,"$2,794,353",Maryland,2017
Corporate Data Breach,"$188,374",Maryland,2017
Credit Card Fraud,"$715,303",Maryland,2017
Crimes Against Children,$0,Maryland,2017
Criminal Forums,$0,Maryland,2017
Denial of Service/TDos,$0,Maryland,2017
Employment,"$366,311",Maryland,2017
Extortion,"$74,949",Maryland,2017
Gambling,$0,Maryland,2017
Government Impersonation,"$99,599",Maryland,2017
Hacktivist,$0,Maryland,2017
Harassment/Threats of Violence,"$248,717",Maryland,2017
Health Care Related,"$24,080",Maryland,2017
IPR/Copyright and Counterfeit,"$134,902",Maryland,2017
Identity Theft,"$1,355,010",Maryland,2017
Investment,"$944,852",Maryland,2017
Lottery/Sweepstakes/Inheritance,"$338,346",Maryland,2017
Malware/Scareware/Virus,"$7,027",Maryland,2017
Misrepresentation,"$34,994",Maryland,2017
No Lead Value,$0,Maryland,2017
Non-payment/Non-Delivery,"$1,756,394",Maryland,2017
Other,"$297,899",Maryland,2017
Overpayment,"$349,850",Maryland,2017
Personal Data Breach,"$496,255",Maryland,2017
Phishing/Vishing/Smishing/Pharming,"$428,221",Maryland,2017
Ransomware,"$8,000",Maryland,2017
Re-shipping,$0,Maryland,2017
Real Estate/Rental,"$188,890",Maryland,2017
Spoofing,$0,Maryland,2017
Tech Support,"$80,404",Maryland,2017
Terrorism,$0,Maryland,2017
Social Media,"$381,646",Maryland,2017
Virtual Currency,"$21,799",Maryland,2017
Advanced Fee,"$347,654",Massachusetts,2017
BEC/EAC,"$3,179,460",Massachusetts,2017
Charity,"$5,510",Massachusetts,2017
Civil Matter,"$107,574",Massachusetts,2017
Confidence Fraud/Romance,"$1,599,903",Massachusetts,2017
Corporate Data Breach,"$103,098",Massachusetts,2017
Credit Card Fraud,"$241,000",Massachusetts,2017
Crimes Against Children,$0,Massachusetts,2017
Criminal Forums,$0,Massachusetts,2017
Denial of Service/TDos,$581,Massachusetts,2017
Employment,"$187,460",Massachusetts,2017
Extortion,"$17,478",Massachusetts,2017
Gambling,$0,Massachusetts,2017
Government Impersonation,"$9,205",Massachusetts,2017
Hacktivist,$0,Massachusetts,2017
Harassment/Threats of Violence,"$16,775",Massachusetts,2017
Health Care Related,$0,Massachusetts,2017
IPR/Copyright and Counterfeit,"$4,688",Massachusetts,2017
Identity Theft,"$59,270",Massachusetts,2017
Investment,"$21,700",Massachusetts,2017
Lottery/Sweepstakes/Inheritance,"$200,807",Massachusetts,2017
Malware/Scareware/Virus,"$10,119",Massachusetts,2017
Misrepresentation,"$43,351",Massachusetts,2017
No Lead Value,$0,Massachusetts,2017
Non-payment/Non-Delivery,"$854,521",Massachusetts,2017
Other,"$55,109",Massachusetts,2017
Overpayment,"$191,135",Massachusetts,2017
Personal Data Breach,"$125,085",Massachusetts,2017
Phishing/Vishing/Smishing/Pharming,"$50,133",Massachusetts,2017
Ransomware,$0,Massachusetts,2017
Re-shipping,$0,Massachusetts,2017
Real Estate/Rental,"$284,669",Massachusetts,2017
Spoofing,$0,Massachusetts,2017
Tech Support,"$74,402",Massachusetts,2017
Terrorism,$0,Massachusetts,2017
Social Media,"$410,350",Massachusetts,2017
Virtual Currency,"$16,213",Massachusetts,2017
Advanced Fee,"$431,391",Michigan,2017
BEC/EAC,"$2,387,360",Michigan,2017
Charity,"$60,806",Michigan,2017
Civil Matter,"$222,195",Michigan,2017
Confidence Fraud/Romance,"$1,935,449",Michigan,2017
Corporate Data Breach,"$186,461",Michigan,2017
Credit Card Fraud,"$242,549",Michigan,2017
Crimes Against Children,"$15,000",Michigan,2017
Criminal Forums,$0,Michigan,2017
Denial of Service/TDos,$0,Michigan,2017
Employment,"$601,398",Michigan,2017
Extortion,"$109,335",Michigan,2017
Gambling,$0,Michigan,2017
Government Impersonation,"$26,326",Michigan,2017
Hacktivist,$0,Michigan,2017
Harassment/Threats of Violence,"$79,760",Michigan,2017
Health Care Related,$0,Michigan,2017
IPR/Copyright and Counterfeit,"$25,882",Michigan,2017
Identity Theft,"$227,249",Michigan,2017
Investment,"$327,367",Michigan,2017
Lottery/Sweepstakes/Inheritance,"$38,485",Michigan,2017
Malware/Scareware/Virus,"$9,939",Michigan,2017
Misrepresentation,"$346,349",Michigan,2017
No Lead Value,$0,Michigan,2017
Non-payment/Non-Delivery,"$1,955,074",Michigan,2017
Other,"$275,286",Michigan,2017
Overpayment,"$529,356",Michigan,2017
Personal Data Breach,"$226,942",Michigan,2017
Phishing/Vishing/Smishing/Pharming,"$225,889",Michigan,2017
Ransomware,$0,Michigan,2017
Re-shipping,$0,Michigan,2017
Real Estate/Rental,"$307,289",Michigan,2017
Spoofing,$0,Michigan,2017
Tech Support,"$17,959",Michigan,2017
Terrorism,$0,Michigan,2017
Social Media,"$632,463",Michigan,2017
Virtual Currency,"$76,724",Michigan,2017
Advanced Fee,"$234,985",Minnesota,2017
BEC/EAC,"$312,097",Minnesota,2017
Charity,$0,Minnesota,2017
Civil Matter,"$133,380",Minnesota,2017
Confidence Fraud/Romance,"$1,080,338",Minnesota,2017
Corporate Data Breach,$0,Minnesota,2017
Credit Card Fraud,"$439,466",Minnesota,2017
Crimes Against Children,$0,Minnesota,2017
Criminal Forums,$0,Minnesota,2017
Denial of Service/TDos,$0,Minnesota,2017
Employment,"$55,636",Minnesota,2017
Extortion,"$2,609",Minnesota,2017
Gambling,$0,Minnesota,2017
Government Impersonation,$570,Minnesota,2017
Hacktivist,$0,Minnesota,2017
Harassment/Threats of Violence,"$24,415",Minnesota,2017
Health Care Related,$81,Minnesota,2017
IPR/Copyright and Counterfeit,$376,Minnesota,2017
Identity Theft,"$440,792",Minnesota,2017
Investment,"$60,640",Minnesota,2017
Lottery/Sweepstakes/Inheritance,"$44,112",Minnesota,2017
Malware/Scareware/Virus,"$2,746",Minnesota,2017
Misrepresentation,"$35,622",Minnesota,2017
No Lead Value,$0,Minnesota,2017
Non-payment/Non-Delivery,"$1,743,918",Minnesota,2017
Other,"$58,384",Minnesota,2017
Overpayment,"$58,280",Minnesota,2017
Personal Data Breach,"$46,518",Minnesota,2017
Phishing/Vishing/Smishing/Pharming,"$55,068",Minnesota,2017
Ransomware,"$10,000",Minnesota,2017
Re-shipping,"$1,000",Minnesota,2017
Real Estate/Rental,"$474,615",Minnesota,2017
Spoofing,$0,Minnesota,2017
Tech Support,"$9,508",Minnesota,2017
Terrorism,$0,Minnesota,2017
Social Media,"$153,416",Minnesota,2017
Virtual Currency,"$5,970",Minnesota,2017
Advanced Fee,"$233,933",Mississippi,2017
BEC/EAC,"$618,584",Mississippi,2017
Charity,$0,Mississippi,2017
Civil Matter,"$7,180",Mississippi,2017
Confidence Fraud/Romance,"$232,967",Mississippi,2017
Corporate Data Breach,"$99,402",Mississippi,2017
Credit Card Fraud,"$101,430",Mississippi,2017
Crimes Against Children,$210,Mississippi,2017
Criminal Forums,$0,Mississippi,2017
Denial of Service/TDos,$0,Mississippi,2017
Employment,"$19,013",Mississippi,2017
Extortion,"$1,000",Mississippi,2017
Gambling,$0,Mississippi,2017
Government Impersonation,"$4,475",Mississippi,2017
Hacktivist,$0,Mississippi,2017
Harassment/Threats of Violence,"$21,558",Mississippi,2017
Health Care Related,$0,Mississippi,2017
IPR/Copyright and Counterfeit,$500,Mississippi,2017
Identity Theft,"$224,526",Mississippi,2017
Investment,"$105,498",Mississippi,2017
Lottery/Sweepstakes/Inheritance,"$98,899",Mississippi,2017
Malware/Scareware/Virus,$0,Mississippi,2017
Misrepresentation,"$19,290",Mississippi,2017
No Lead Value,$0,Mississippi,2017
Non-payment/Non-Delivery,"$687,726",Mississippi,2017
Other,"$75,447",Mississippi,2017
Overpayment,"$105,385",Mississippi,2017
Personal Data Breach,"$18,017",Mississippi,2017
Phishing/Vishing/Smishing/Pharming,"$22,645",Mississippi,2017
Ransomware,$0,Mississippi,2017
Re-shipping,"$3,020",Mississippi,2017
Real Estate/Rental,"$58,019",Mississippi,2017
Spoofing,$0,Mississippi,2017
Tech Support,$0,Mississippi,2017
Terrorism,$0,Mississippi,2017
Social Media,"$72,501",Mississippi,2017
Virtual Currency,"$7,575",Mississippi,2017
Advanced Fee,"$234,458",Missouri,2017
BEC/EAC,"$929,797",Missouri,2017
Charity,$100,Missouri,2017
Civil Matter,$552,Missouri,2017
Confidence Fraud/Romance,"$321,702",Missouri,2017
Corporate Data Breach,$500,Missouri,2017
Credit Card Fraud,"$156,540",Missouri,2017
Crimes Against Children,$0,Missouri,2017
Criminal Forums,$0,Missouri,2017
Denial of Service/TDos,$0,Missouri,2017
Employment,"$99,173",Missouri,2017
Extortion,"$25,683",Missouri,2017
Gambling,$0,Missouri,2017
Government Impersonation,"$21,715",Missouri,2017
Hacktivist,$0,Missouri,2017
Harassment/Threats of Violence,"$40,558",Missouri,2017
Health Care Related,$0,Missouri,2017
IPR/Copyright and Counterfeit,"$40,689",Missouri,2017
Identity Theft,"$88,363",Missouri,2017
Investment,"$260,535",Missouri,2017
Lottery/Sweepstakes/Inheritance,"$26,050",Missouri,2017
Malware/Scareware/Virus,"$1,299",Missouri,2017
Misrepresentation,"$103,659",Missouri,2017
No Lead Value,$0,Missouri,2017
Non-payment/Non-Delivery,"$1,397,136",Missouri,2017
Other,"$33,213",Missouri,2017
Overpayment,"$124,956",Missouri,2017
Personal Data Breach,"$43,497",Missouri,2017
Phishing/Vishing/Smishing/Pharming,"$70,007",Missouri,2017
Ransomware,$0,Missouri,2017
Re-shipping,$0,Missouri,2017
Real Estate/Rental,"$159,473",Missouri,2017
Spoofing,$0,Missouri,2017
Tech Support,"$4,269",Missouri,2017
Terrorism,$0,Missouri,2017
Social Media,"$61,388",Missouri,2017
Virtual Currency,"$15,336",Missouri,2017
Advanced Fee,"$245,200",Montana,2017
BEC/EAC,"$52,064",Montana,2017
Charity,$0,Montana,2017
Civil Matter,$0,Montana,2017
Confidence Fraud/Romance,"$56,825",Montana,2017
Corporate Data Breach,$0,Montana,2017
Credit Card Fraud,"$6,022",Montana,2017
Crimes Against Children,$0,Montana,2017
Criminal Forums,$0,Montana,2017
Denial of Service/TDos,$0,Montana,2017
Employment,"$156,676",Montana,2017
Extortion,"$9,900",Montana,2017
Gambling,$0,Montana,2017
Government Impersonation,"$9,900",Montana,2017
Hacktivist,$0,Montana,2017
Harassment/Threats of Violence,$0,Montana,2017
Health Care Related,$0,Montana,2017
IPR/Copyright and Counterfeit,"$2,875",Montana,2017
Identity Theft,$0,Montana,2017
Investment,"$50,655",Montana,2017
Lottery/Sweepstakes/Inheritance,$725,Montana,2017
Malware/Scareware/Virus,$850,Montana,2017
Misrepresentation,"$48,692",Montana,2017
No Lead Value,$0,Montana,2017
Non-payment/Non-Delivery,"$1,581,821",Montana,2017
Other,"$4,980",Montana,2017
Overpayment,"$145,176",Montana,2017
Personal Data Breach,"$7,495",Montana,2017
Phishing/Vishing/Smishing/Pharming,"$11,800",Montana,2017
Ransomware,$0,Montana,2017
Re-shipping,$0,Montana,2017
Real Estate/Rental,"$6,950",Montana,2017
Spoofing,$0,Montana,2017
Tech Support,"$1,050",Montana,2017
Terrorism,$0,Montana,2017
Social Media,"$41,600",Montana,2017
Virtual Currency,"$6,800",Montana,2017
Advanced Fee,"$292,111",Nebraska,2017
BEC/EAC,"$436,667",Nebraska,2017
Charity,$0,Nebraska,2017
Civil Matter,$0,Nebraska,2017
Confidence Fraud/Romance,"$726,724",Nebraska,2017
Corporate Data Breach,"$22,000",Nebraska,2017
Credit Card Fraud,"$98,603",Nebraska,2017
Crimes Against Children,$0,Nebraska,2017
Criminal Forums,$0,Nebraska,2017
Denial of Service/TDos,$0,Nebraska,2017
Employment,"$13,238",Nebraska,2017
Extortion,"$10,086",Nebraska,2017
Gambling,$0,Nebraska,2017
Government Impersonation,$0,Nebraska,2017
Hacktivist,$0,Nebraska,2017
Harassment/Threats of Violence,"$56,104",Nebraska,2017
Health Care Related,$0,Nebraska,2017
IPR/Copyright and Counterfeit,"$134,500",Nebraska,2017
Identity Theft,"$253,231",Nebraska,2017
Investment,"$32,910",Nebraska,2017
Lottery/Sweepstakes/Inheritance,$0,Nebraska,2017
Malware/Scareware/Virus,$499,Nebraska,2017
Misrepresentation,"$12,231",Nebraska,2017
No Lead Value,$0,Nebraska,2017
Non-payment/Non-Delivery,"$3,627,323",Nebraska,2017
Other,"$3,000",Nebraska,2017
Overpayment,"$53,829",Nebraska,2017
Personal Data Breach,"$104,001",Nebraska,2017
Phishing/Vishing/Smishing/Pharming,"$22,354",Nebraska,2017
Ransomware,$0,Nebraska,2017
Re-shipping,$0,Nebraska,2017
Real Estate/Rental,"$161,912",Nebraska,2017
Spoofing,$0,Nebraska,2017
Tech Support,"$1,819",Nebraska,2017
Terrorism,$0,Nebraska,2017
Social Media,"$788,707",Nebraska,2017
Virtual Currency,"$21,800",Nebraska,2017
Advanced Fee,"$1,372,799",Nevada,2017
BEC/EAC,"$1,239,074",Nevada,2017
Charity,"$10,650",Nevada,2017
Civil Matter,"$60,292",Nevada,2017
Confidence Fraud/Romance,"$1,912,583",Nevada,2017
Corporate Data Breach,"$103,248",Nevada,2017
Credit Card Fraud,"$1,386,737",Nevada,2017
Crimes Against Children,$0,Nevada,2017
Criminal Forums,$0,Nevada,2017
Denial of Service/TDos,$0,Nevada,2017
Employment,"$167,741",Nevada,2017
Extortion,"$929,384",Nevada,2017
Gambling,"$84,950",Nevada,2017
Government Impersonation,"$117,417",Nevada,2017
Hacktivist,$0,Nevada,2017
Harassment/Threats of Violence,"$46,006",Nevada,2017
Health Care Related,$249,Nevada,2017
IPR/Copyright and Counterfeit,"$99,807",Nevada,2017
Identity Theft,"$1,504,119",Nevada,2017
Investment,"$718,375",Nevada,2017
Lottery/Sweepstakes/Inheritance,"$1,957,683",Nevada,2017
Malware/Scareware/Virus,"$63,875",Nevada,2017
Misrepresentation,"$335,338",Nevada,2017
No Lead Value,$0,Nevada,2017
Non-payment/Non-Delivery,"$1,526,380",Nevada,2017
Other,"$222,213",Nevada,2017
Overpayment,"$652,781",Nevada,2017
Personal Data Breach,"$1,306,084",Nevada,2017
Phishing/Vishing/Smishing/Pharming,"$173,508",Nevada,2017
Ransomware,"$10,200",Nevada,2017
Re-shipping,"$7,515",Nevada,2017
Real Estate/Rental,"$1,375,728",Nevada,2017
Spoofing,$0,Nevada,2017
Tech Support,"$190,634",Nevada,2017
Terrorism,$0,Nevada,2017
Social Media,"$802,325",Nevada,2017
Virtual Currency,"$573,110",Nevada,2017
Advanced Fee,"$16,087",New Hampshire,2017
BEC/EAC,"$29,773",New Hampshire,2017
Charity,$0,New Hampshire,2017
Civil Matter,$0,New Hampshire,2017
Confidence Fraud/Romance,"$686,935",New Hampshire,2017
